date,state,location,so2,no2,rspm,spm,pm2_5
1998-05-01,Tamil Nadu,Coimbatore,8.8,16.2,,111.0,
1998-05-01,Tamil Nadu,Coimbatore,15.7,21.6,,151.0,
1998-05-01,Tamil Nadu,Madras,16.8,14.1,,145.0,
1998-05-01,Tamil Nadu,Madras,7.4,9.4,,150.0,
1998-05-01,Tamil Nadu,Madras,5.4,12.2,,126.0,
1998-05-01,Tamil Nadu,Tuticorin,15.2,16.7,,49.0,
1998-05-01,Tamil Nadu,Tuticorin,18.566342246525863,12.7,,98.0,
1998-05-01,Tamil Nadu,Tuticorin,12.1,16.6,,43.0,
1998-05-01,Tamil Nadu,Madurai,4.1,20.2,,60.0,
1998-05-01,Tamil Nadu,Madurai,5.2,27.4,,133.0,
1998-05-01,Tamil Nadu,Madurai,5.9,32.3,,259.0,
1998-05-01,Tamil Nadu,Salem,13.3,28.5,,132.0,
1998-05-01,Tamil Nadu,Madras,18.4,7.1,,102.0,
1998-05-01,Tamil Nadu,Madras,16.2,7.3,,133.0,
1998-05-01,Tamil Nadu,Madras,8.4,3.5,,63.0,
1998-06-01,Tamil Nadu,Coimbatore,18.566342246525863,9.2,,95.0,
1998-06-01,Tamil Nadu,Coimbatore,11.2,13.0,,89.0,
1998-06-01,Tamil Nadu,Coimbatore,13.9,13.0,,153.0,
1998-06-01,Tamil Nadu,Madras,8.1,7.8,,147.0,
1998-06-01,Tamil Nadu,Madras,11.9,14.5,,124.0,
1998-06-01,Tamil Nadu,Madras,10.0,11.8,,157.0,
1998-06-01,Tamil Nadu,Tuticorin,18.566342246525863,11.5,,146.0,
1998-06-01,Tamil Nadu,Tuticorin,13.4,11.3,,36.0,
1998-06-01,Tamil Nadu,Tuticorin,12.2,13.3,,58.0,
1998-06-01,Tamil Nadu,Salem,8.5,14.6,,103.0,
1998-06-01,Tamil Nadu,Madurai,4.5,19.6,,79.0,
1998-06-01,Tamil Nadu,Madurai,4.0,21.0,,126.0,
1998-06-01,Tamil Nadu,Madurai,1.4,31.0,,189.0,
1998-06-01,Tamil Nadu,Madras,7.8,5.1,,65.0,
1998-06-01,Tamil Nadu,Madras,6.8,4.0,,55.0,
1998-06-01,Tamil Nadu,Madras,7.1,4.1,,131.0,
1998-07-01,Tamil Nadu,Tuticorin,15.5,13.3,,28.0,
1998-07-01,Tamil Nadu,Tuticorin,18.566342246525863,12.0,,97.0,
1998-07-01,Tamil Nadu,Tuticorin,11.4,14.1,,52.0,
1998-07-01,Tamil Nadu,Madras,7.6,17.1,,110.0,
1998-07-01,Tamil Nadu,Madras,8.8,23.0,,87.0,
1998-07-01,Tamil Nadu,Madras,11.3,22.2,,112.0,
1998-07-01,Tamil Nadu,Coimbatore,18.566342246525863,11.7,,70.0,
1998-07-01,Tamil Nadu,Coimbatore,15.8,15.2,,103.0,
1998-07-01,Tamil Nadu,Coimbatore,13.4,21.0,,126.0,
1998-07-01,Tamil Nadu,Madurai,18.566342246525863,19.7,,86.0,
1998-07-01,Tamil Nadu,Madurai,3.9,23.7,,107.0,
1998-07-01,Tamil Nadu,Madurai,7.8,21.5,,272.0,
1998-07-01,Tamil Nadu,Salem,25.5,20.1,,97.0,
1998-07-01,Tamil Nadu,Madras,9.4,8.8,,64.0,
1998-07-01,Tamil Nadu,Madras,7.9,5.2,,134.0,
1998-07-01,Tamil Nadu,Madras,9.6,4.6,,48.0,
1998-08-01,Tamil Nadu,Coimbatore,18.566342246525863,14.1,,59.0,
1998-08-01,Tamil Nadu,Coimbatore,9.8,20.0,,103.0,
1998-08-01,Tamil Nadu,Madras,18.7,30.0,,144.0,
1998-08-01,Tamil Nadu,Madras,15.2,28.1,,151.0,
1998-08-01,Tamil Nadu,Madras,16.2,31.3,,160.0,
1998-08-01,Tamil Nadu,Tuticorin,13.8,10.7,,43.0,
1998-08-01,Tamil Nadu,Tuticorin,18.566342246525863,11.0,,137.0,
1998-08-01,Tamil Nadu,Tuticorin,14.0,10.9,,43.0,
1998-08-01,Tamil Nadu,Madurai,3.9,18.3,,88.0,
1998-08-01,Tamil Nadu,Madurai,5.9,19.6,,106.0,
1998-08-01,Tamil Nadu,Madurai,8.4,19.6,,242.0,
1998-08-01,Tamil Nadu,Salem,18.566342246525863,13.9,,95.0,
1998-08-01,Tamil Nadu,Madras,9.1,13.2,,63.0,
1998-08-01,Tamil Nadu,Madras,7.1,15.8,,117.0,
1998-08-01,Tamil Nadu,Madras,8.4,22.3,,107.0,
1998-09-01,Tamil Nadu,Coimbatore,18.566342246525863,14.2,,81.0,
1998-09-01,Tamil Nadu,Coimbatore,9.1,21.3,,88.0,
1998-09-01,Tamil Nadu,Coimbatore,10.6,25.8,,115.0,
1998-09-01,Tamil Nadu,Tuticorin,14.7,11.6,,48.0,
1998-09-01,Tamil Nadu,Tuticorin,8.5,10.1,,144.0,
1998-09-01,Tamil Nadu,Tuticorin,12.7,8.6,,50.0,
1998-09-01,Tamil Nadu,Madras,34.5,39.1,,164.0,
1998-09-01,Tamil Nadu,Madras,28.1,31.1,,147.0,
1998-09-01,Tamil Nadu,Madras,22.9,31.1,,160.0,
1998-09-01,Tamil Nadu,Madurai,4.9,12.6,,98.0,
1998-09-01,Tamil Nadu,Madurai,5.0,18.8,,309.0,
1998-09-01,Tamil Nadu,Madurai,18.566342246525863,49.9,,119.0,
1998-09-01,Tamil Nadu,Salem,18.566342246525863,16.3,,74.0,
1998-09-01,Tamil Nadu,Madras,6.1,6.3,,97.0,
1998-09-01,Tamil Nadu,Madras,8.2,17.6,,67.0,
1998-09-01,Tamil Nadu,Madras,9.2,15.0,,97.0,
1998-10-01,Tamil Nadu,Madras,18.9,16.8,,84.0,
1998-10-01,Tamil Nadu,Madras,24.1,16.9,,74.0,
1998-10-01,Tamil Nadu,Madras,7.1,21.8,,140.0,
1998-10-01,Tamil Nadu,Coimbatore,18.566342246525863,18.6,,83.0,
1998-10-01,Tamil Nadu,Coimbatore,14.1,19.7,,142.0,
1998-10-01,Tamil Nadu,Coimbatore,13.4,17.8,,195.0,
1998-10-01,Tamil Nadu,Madurai,1.8,22.6,,127.0,
1998-10-01,Tamil Nadu,Madurai,2.2,22.8,,244.0,
1998-10-01,Tamil Nadu,Madurai,4.1,27.8,,183.0,
1998-10-01,Tamil Nadu,Madras,9.9,15.3,,103.0,
1998-10-01,Tamil Nadu,Madras,15.3,24.1,,171.0,
1998-11-01,Tamil Nadu,Madras,11.7,17.7,,79.0,
1998-11-01,Tamil Nadu,Madras,12.9,26.0,,151.0,
1999-01-01,Tamil Nadu,Madras,5.2,8.7,,85.0,
1999-01-01,Tamil Nadu,Madras,24.6,7.0,,49.0,
1999-01-01,Tamil Nadu,Madras,2.2,11.8,,108.0,
1999-01-01,Tamil Nadu,Tuticorin,1.5,5.2,,53.0,
1999-01-01,Tamil Nadu,Coimbatore,8.9,19.2,,107.0,
1999-01-01,Tamil Nadu,Coimbatore,5.3,11.8,,90.0,
1999-01-01,Tamil Nadu,Tuticorin,2.6,10.7,,30.0,
1999-01-01,Tamil Nadu,Tuticorin,4.2,8.8,,21.0,
1999-01-01,Tamil Nadu,Coimbatore,1.6,7.8,,58.0,
1999-02-01,Tamil Nadu,Madras,10.9,14.0,,90.0,
1999-02-01,Tamil Nadu,Madras,22.5,15.7,,68.0,
1999-02-01,Tamil Nadu,Madras,5.9,11.6,,85.0,
1999-02-01,Tamil Nadu,Tuticorin,1.6,3.9,,42.0,
1999-02-01,Tamil Nadu,Coimbatore,10.2,25.6,,134.0,
1999-02-01,Tamil Nadu,Coimbatore,10.9,20.6,,99.0,
1999-02-01,Tamil Nadu,Tuticorin,6.7,8.4,,23.0,
1999-02-01,Tamil Nadu,Tuticorin,5.4,6.5,,20.0,
1999-02-01,Tamil Nadu,Coimbatore,1.5,8.5,,36.0,
1999-03-01,Tamil Nadu,Madras,7.6,13.4,,124.0,
1999-03-01,Tamil Nadu,Madras,13.9,12.6,,104.0,
1999-03-01,Tamil Nadu,Madras,10.8,8.7,,83.0,
1999-03-01,Tamil Nadu,Tuticorin,4.7,4.5,,56.0,
1999-03-01,Tamil Nadu,Coimbatore,7.4,16.5,,95.0,
1999-03-01,Tamil Nadu,Coimbatore,3.2,12.0,,57.0,
1999-03-01,Tamil Nadu,Tuticorin,6.1,10.6,,26.0,
1999-03-01,Tamil Nadu,Tuticorin,4.9,7.4,,22.0,
1999-03-01,Tamil Nadu,Coimbatore,1.2,7.5,,26.0,
1999-04-01,Tamil Nadu,Madras,9.0,7.2,,153.0,
1999-04-01,Tamil Nadu,Madras,8.7,10.3,,104.0,
1999-04-01,Tamil Nadu,Madras,4.2,4.7,,109.0,
1999-04-01,Tamil Nadu,Tuticorin,1.5,4.4,,94.0,
1999-04-01,Tamil Nadu,Coimbatore,9.0,18.1,,93.0,
1999-04-01,Tamil Nadu,Coimbatore,6.5,16.7,,75.0,
1999-04-01,Tamil Nadu,Tuticorin,5.3,12.5,,40.0,
1999-04-01,Tamil Nadu,Tuticorin,3.2,8.4,,49.0,
1999-04-01,Tamil Nadu,Coimbatore,1.2,7.6,,31.0,
1999-05-01,Tamil Nadu,Madras,21.6,13.0,,128.0,
1999-05-01,Tamil Nadu,Madras,20.3,10.6,,70.0,
1999-05-01,Tamil Nadu,Madras,14.7,8.0,,92.0,
1999-05-01,Tamil Nadu,Coimbatore,10.7,24.8,,143.0,
1999-05-01,Tamil Nadu,Coimbatore,9.4,24.7,,89.0,
1999-05-01,Tamil Nadu,Coimbatore,2.1,10.4,,49.0,
1999-06-01,Tamil Nadu,Madras,7.1,7.9,,89.0,
1999-06-01,Tamil Nadu,Madras,9.3,6.0,,86.0,
1999-06-01,Tamil Nadu,Madras,4.4,4.4,,87.0,
1999-06-01,Tamil Nadu,Tuticorin,2.8,4.5,,124.0,
1999-06-01,Tamil Nadu,Coimbatore,7.8,23.3,,58.0,
1999-06-01,Tamil Nadu,Coimbatore,5.0,15.7,,55.0,
1999-06-01,Tamil Nadu,Tuticorin,5.5,8.1,,34.0,
1999-06-01,Tamil Nadu,Tuticorin,2.9,8.1,,46.0,
1999-06-01,Tamil Nadu,Coimbatore,1.9,7.6,,24.0,
1999-07-01,Tamil Nadu,Madras,3.0,6.0,,108.0,
1999-07-01,Tamil Nadu,Madras,3.0,5.6,,78.0,
1999-07-01,Tamil Nadu,Madras,3.7,4.0,,96.0,
1999-07-01,Tamil Nadu,Tuticorin,3.4,5.8,,177.0,
1999-07-01,Tamil Nadu,Coimbatore,6.1,13.7,,25.0,
1999-07-01,Tamil Nadu,Coimbatore,5.1,9.3,,35.0,
1999-07-01,Tamil Nadu,Tuticorin,6.7,12.4,,42.0,
1999-07-01,Tamil Nadu,Tuticorin,9.8,8.3,,66.0,
1999-07-01,Tamil Nadu,Coimbatore,1.6,11.2,,21.0,
1999-08-01,Tamil Nadu,Madras,16.3,15.0,,94.0,
1999-08-01,Tamil Nadu,Madras,14.9,14.1,,51.0,
1999-08-01,Tamil Nadu,Madras,16.8,21.2,,79.0,
1999-08-01,Tamil Nadu,Tuticorin,3.4,5.7,,154.0,
1999-08-01,Tamil Nadu,Coimbatore,4.3,17.4,,61.0,
1999-08-01,Tamil Nadu,Coimbatore,3.1,14.2,,39.0,
1999-08-01,Tamil Nadu,Tuticorin,5.4,6.6,,45.0,
1999-08-01,Tamil Nadu,Tuticorin,6.3,8.2,,39.0,
1999-08-01,Tamil Nadu,Coimbatore,1.7,9.3,,31.0,
1999-08-01,Tamil Nadu,Madurai,7.7,24.4,,102.0,
1999-08-01,Tamil Nadu,Madurai,6.7,21.2,,100.0,
1999-08-01,Tamil Nadu,Madurai,7.1,44.9,,197.0,
1999-09-01,Tamil Nadu,Madras,38.9,11.1,,125.0,
1999-09-01,Tamil Nadu,Madras,24.2,28.8,,62.0,
1999-09-01,Tamil Nadu,Madras,34.5,14.1,,77.0,
1999-09-01,Tamil Nadu,Tuticorin,3.3,9.6,,109.0,
1999-09-01,Tamil Nadu,Coimbatore,5.8,4.9,,51.0,
1999-09-01,Tamil Nadu,Coimbatore,4.4,19.8,,36.0,
1999-09-01,Tamil Nadu,Tuticorin,8.2,13.6,,32.0,
1999-09-01,Tamil Nadu,Tuticorin,5.7,12.7,,40.0,
1999-09-01,Tamil Nadu,Coimbatore,2.1,9.5,,21.0,
1999-09-01,Tamil Nadu,Madurai,5.7,28.1,,104.0,
1999-09-01,Tamil Nadu,Madurai,6.5,34.7,,99.0,
1999-09-01,Tamil Nadu,Madurai,4.1,44.0,,178.0,
1999-10-01,Tamil Nadu,Madras,4.4,4.4,,53.0,
1999-10-01,Tamil Nadu,Madras,3.5,16.2,,83.0,
1999-10-01,Tamil Nadu,Madras,1.8,12.1,,56.0,
1999-10-01,Tamil Nadu,Tuticorin,2.1,12.5,,80.0,
1999-10-01,Tamil Nadu,Coimbatore,4.7,16.3,,46.0,
1999-10-01,Tamil Nadu,Coimbatore,7.0,18.8,,28.0,
1999-10-01,Tamil Nadu,Tuticorin,10.8,16.3,,36.0,
1999-10-01,Tamil Nadu,Tuticorin,9.0,14.9,,35.0,
1999-10-01,Tamil Nadu,Coimbatore,2.3,13.2,,18.0,
1999-10-01,Tamil Nadu,Madurai,8.1,20.7,,59.0,
1999-10-01,Tamil Nadu,Madurai,8.1,19.1,,74.0,
1999-10-01,Tamil Nadu,Madurai,7.4,37.3,,126.0,
1999-10-01,Tamil Nadu,Salem,2.8,29.9,,80.0,
1999-11-01,Tamil Nadu,Madras,7.2,7.5,,70.0,
1999-11-01,Tamil Nadu,Madras,9.3,8.9,,91.0,
1999-11-01,Tamil Nadu,Madras,12.3,7.9,,71.0,
1999-11-01,Tamil Nadu,Tuticorin,2.3,10.1,,89.0,
1999-11-01,Tamil Nadu,Coimbatore,5.4,6.9,,39.0,
1999-11-01,Tamil Nadu,Coimbatore,5.3,5.7,,27.0,
1999-11-01,Tamil Nadu,Tuticorin,14.9,23.0,,41.0,
1999-11-01,Tamil Nadu,Tuticorin,10.7,24.0,,32.0,
1999-11-01,Tamil Nadu,Coimbatore,1.2,2.8,,14.0,
1999-11-01,Tamil Nadu,Madurai,4.5,23.4,,72.0,
1999-11-01,Tamil Nadu,Madurai,2.6,21.1,,93.0,
1999-11-01,Tamil Nadu,Madurai,4.5,44.9,,236.0,
1999-11-01,Tamil Nadu,Salem,2.9,27.1,,69.0,
1999-12-01,Tamil Nadu,Tuticorin,4.0,12.0,,58.0,
1999-12-01,Tamil Nadu,Coimbatore,5.1,21.1,,63.0,
1999-12-01,Tamil Nadu,Coimbatore,6.4,30.2,,30.0,
1999-12-01,Tamil Nadu,Tuticorin,9.5,17.9,,31.0,
1999-12-01,Tamil Nadu,Tuticorin,13.4,21.1,,27.0,
1999-12-01,Tamil Nadu,Coimbatore,0.8,8.8,,13.0,
1999-12-01,Tamil Nadu,Madurai,2.4,19.2,,72.0,
1999-12-01,Tamil Nadu,Madurai,2.8,25.1,,114.0,
1999-12-01,Tamil Nadu,Madurai,2.7,44.6,,266.0,
1999-12-01,Tamil Nadu,Salem,5.9,19.1,,89.0,
2000-01-01,Tamil Nadu,Madras,7.1,20.4,,132.0,
2000-01-01,Tamil Nadu,Madras,8.3,17.1,,96.0,
2000-01-01,Tamil Nadu,Madras,8.1,11.4,,108.0,
2000-01-01,Tamil Nadu,Madras,6.6,4.0,,92.0,
2000-01-01,Tamil Nadu,Madras,8.2,4.6,,128.0,
2000-01-01,Tamil Nadu,Madras,7.8,8.8,,92.0,
2000-01-01,Tamil Nadu,Tuticorin,18.566342246525863,19.9,,68.0,
2000-01-01,Tamil Nadu,Coimbatore,7.8,41.6,,65.0,
2000-01-01,Tamil Nadu,Coimbatore,5.4,33.6,,46.0,
2000-01-01,Tamil Nadu,Tuticorin,7.5,24.1,,28.0,
2000-01-01,Tamil Nadu,Coimbatore,1.7,17.8,,43.0,
2000-02-01,Tamil Nadu,Madras,6.0,12.8,,80.0,
2000-02-01,Tamil Nadu,Madras,6.0,9.4,,73.0,
2000-02-01,Tamil Nadu,Madras,6.3,9.1,,106.0,
2000-02-01,Tamil Nadu,Madras,35.7,6.0,,112.0,
2000-02-01,Tamil Nadu,Madras,25.3,6.0,,89.0,
2000-02-01,Tamil Nadu,Madras,7.7,7.1,,49.0,
2000-02-01,Tamil Nadu,Tuticorin,12.1,32.6,,70.0,
2000-02-01,Tamil Nadu,Tuticorin,14.4,34.3,,46.0,
2000-02-01,Tamil Nadu,Tuticorin,16.9,35.5,,32.0,
2000-02-01,Tamil Nadu,Madurai,4.2,21.7,,73.0,
2000-02-01,Tamil Nadu,Madurai,2.1,25.9,,122.0,
2000-02-01,Tamil Nadu,Madurai,5.1,47.6,,198.0,
2000-03-01,Tamil Nadu,Madras,6.6,10.3,,108.0,
2000-03-01,Tamil Nadu,Madras,6.2,9.4,,30.0,
2000-03-01,Tamil Nadu,Madras,6.5,11.9,,61.0,
2000-03-01,Tamil Nadu,Tuticorin,12.8,36.0,,74.0,
2000-03-01,Tamil Nadu,Tuticorin,15.1,30.0,,44.0,
2000-03-01,Tamil Nadu,Tuticorin,14.1,30.9,,49.0,
2000-03-01,Tamil Nadu,Madurai,2.3,21.2,,113.0,
2000-03-01,Tamil Nadu,Madurai,2.7,38.0,,123.0,
2000-03-01,Tamil Nadu,Madurai,2.7,29.6,,235.0,
2000-03-01,Tamil Nadu,Salem,4.5,32.5,,98.0,
2000-04-01,Tamil Nadu,Madras,6.0,6.5,,130.0,
2000-04-01,Tamil Nadu,Madras,6.2,8.2,,69.0,
2000-04-01,Tamil Nadu,Madras,7.8,10.9,,61.0,
2000-04-01,Tamil Nadu,Madras,14.4,9.9,,97.0,
2000-04-01,Tamil Nadu,Madras,18.1,10.5,,103.0,
2000-04-01,Tamil Nadu,Madras,13.3,11.2,,50.0,
2000-04-01,Tamil Nadu,Tuticorin,9.5,33.7,,70.0,
2000-04-01,Tamil Nadu,Coimbatore,3.7,39.7,,45.0,
2000-04-01,Tamil Nadu,Coimbatore,4.1,31.7,,39.0,
2000-04-01,Tamil Nadu,Tuticorin,12.8,28.0,,53.0,
2000-04-01,Tamil Nadu,Tuticorin,15.9,24.5,,48.0,
2000-04-01,Tamil Nadu,Coimbatore,1.9,25.4,,27.0,
2000-04-01,Tamil Nadu,Madurai,3.3,29.3,,115.0,
2000-04-01,Tamil Nadu,Madurai,5.9,43.6,,140.0,
2000-04-01,Tamil Nadu,Madurai,4.7,40.2,,201.0,
2000-04-01,Tamil Nadu,Salem,3.9,12.9,,71.0,
2000-05-01,Tamil Nadu,Madras,6.0,8.2,,156.0,
2000-05-01,Tamil Nadu,Madras,7.5,12.2,,85.0,
2000-05-01,Tamil Nadu,Madras,8.2,14.3,,97.0,
2000-05-01,Tamil Nadu,Madras,20.8,18.1,,129.0,
2000-05-01,Tamil Nadu,Madras,10.6,20.8,,186.0,
2000-05-01,Tamil Nadu,Madras,21.4,15.4,,109.0,
2000-05-01,Tamil Nadu,Tuticorin,20.7,27.6,,125.0,
2000-05-01,Tamil Nadu,Coimbatore,3.6,38.7,,65.0,
2000-05-01,Tamil Nadu,Coimbatore,2.9,37.2,,26.0,
2000-05-01,Tamil Nadu,Tuticorin,29.3,32.8,,46.0,
2000-05-01,Tamil Nadu,Tuticorin,32.7,28.5,,51.0,
2000-05-01,Tamil Nadu,Coimbatore,1.8,23.7,,30.0,
2000-05-01,Tamil Nadu,Madurai,5.8,33.4,,26.0,
2000-05-01,Tamil Nadu,Madurai,4.5,21.6,,16.0,
2000-05-01,Tamil Nadu,Madurai,4.9,29.1,,24.0,
2000-06-01,Tamil Nadu,Madras,6.1,14.6,,102.0,
2000-06-01,Tamil Nadu,Madras,6.7,10.7,,75.0,
2000-06-01,Tamil Nadu,Madras,7.8,16.5,,96.0,
2000-06-01,Tamil Nadu,Madras,18.566342246525863,28.17387112641417,,74.0,
2000-06-01,Tamil Nadu,Madurai,3.5,23.9,,19.0,
2000-06-01,Tamil Nadu,Madurai,3.1,21.4,,17.0,
2000-06-01,Tamil Nadu,Madurai,5.0,18.0,,15.0,
2000-07-01,Tamil Nadu,Madras,7.0,12.9,,97.0,
2000-07-01,Tamil Nadu,Madras,6.9,20.3,,151.0,
2000-07-01,Tamil Nadu,Madras,19.7,20.8,,83.0,
2000-08-01,Tamil Nadu,Madras,7.4,13.4,,81.0,
2000-08-01,Tamil Nadu,Madras,7.6,20.4,,68.0,
2000-08-01,Tamil Nadu,Madras,8.1,18.1,,62.0,
2000-08-01,Tamil Nadu,Madras,13.6,15.4,,52.0,
2000-08-01,Tamil Nadu,Madras,12.6,17.9,,47.0,
2000-08-01,Tamil Nadu,Madras,11.3,12.1,,77.0,
2000-09-01,Tamil Nadu,Madras,8.9,18.0,,82.0,
2000-09-01,Tamil Nadu,Madras,10.0,20.7,,72.0,
2000-09-01,Tamil Nadu,Madras,11.3,14.8,,84.0,
2000-09-01,Tamil Nadu,Madras,29.3,24.1,,18.0,
2000-09-01,Tamil Nadu,Madras,30.6,15.2,,18.0,
2000-09-01,Tamil Nadu,Madras,10.9,30.3,,21.0,
2000-09-01,Tamil Nadu,Tuticorin,26.0,33.6,,34.0,
2000-09-01,Tamil Nadu,Tuticorin,14.2,33.8,,32.0,
2000-09-01,Tamil Nadu,Tuticorin,18.1,35.9,,27.0,
2000-10-01,Tamil Nadu,Madras,8.9,22.8,,108.0,
2000-10-01,Tamil Nadu,Madras,9.8,18.2,,90.0,
2000-10-01,Tamil Nadu,Madras,17.6,25.5,,176.0,
2000-10-01,Tamil Nadu,Madurai,6.9,24.7,,78.0,
2000-10-01,Tamil Nadu,Madurai,4.4,22.5,,62.0,
2000-10-01,Tamil Nadu,Madurai,10.2,35.4,,285.0,
2000-10-01,Tamil Nadu,Salem,3.2,14.8,,82.0,
2000-11-01,Tamil Nadu,Madras,8.0,25.6,,159.0,
2000-11-01,Tamil Nadu,Madras,6.6,14.2,,68.0,
2000-11-01,Tamil Nadu,Madras,12.4,22.3,,162.0,
2000-11-01,Tamil Nadu,Madras,17.6,11.5,,71.0,
2000-11-01,Tamil Nadu,Madras,19.6,15.8,,86.0,
2000-11-01,Tamil Nadu,Madras,17.2,12.6,,90.0,
2000-11-01,Tamil Nadu,Madurai,9.1,16.2,,84.0,
2000-11-01,Tamil Nadu,Madurai,5.9,17.7,,74.0,
2000-11-01,Tamil Nadu,Madurai,7.7,35.5,,286.0,
2000-11-01,Tamil Nadu,Salem,2.8,8.7,,83.0,
2000-12-01,Tamil Nadu,Madras,6.2,17.5,,129.0,
2000-12-01,Tamil Nadu,Madras,6.3,13.7,,158.0,
2000-12-01,Tamil Nadu,Madras,7.4,16.8,,129.0,
2000-12-01,Tamil Nadu,Madras,23.4,18.4,,82.0,
2000-12-01,Tamil Nadu,Madras,22.5,20.8,,123.0,
2000-12-01,Tamil Nadu,Madras,7.4,11.0,,103.0,
2000-12-01,Tamil Nadu,Coimbatore,9.9,55.5,,95.0,
2000-12-01,Tamil Nadu,Coimbatore,5.7,48.7,,50.0,
2000-12-01,Tamil Nadu,Coimbatore,3.0,38.3,,50.0,
2000-12-01,Tamil Nadu,Madurai,4.1,19.8,,106.0,
2000-12-01,Tamil Nadu,Madurai,3.8,18.5,,88.0,
2000-12-01,Tamil Nadu,Madurai,7.2,66.8,,372.0,
2000-12-01,Tamil Nadu,Salem,3.0,10.0,,80.0,
2001-01-01,Tamil Nadu,Madras,24.8,14.4,,99.0,
2001-02-01,Tamil Nadu,Madras,19.1,19.5,,96.0,
2001-03-01,Tamil Nadu,Madras,23.5,16.4,,99.0,
2001-04-01,Tamil Nadu,Madras,30.2,18.4,,73.0,
2001-05-01,Tamil Nadu,Madras,16.1,24.2,,118.0,
2001-06-01,Tamil Nadu,Madras,18.3,20.4,,112.0,
2001-07-01,Tamil Nadu,Madras,23.3,26.3,,89.0,
2001-09-01,Tamil Nadu,Madras,21.5,29.6,,123.0,
2001-10-01,Tamil Nadu,Madras,15.7,28.8,,100.0,
2001-11-01,Tamil Nadu,Madras,21.0,30.3,,61.0,
2001-12-01,Tamil Nadu,Madras,66.3,15.9,,89.0,
2001-01-01,Tamil Nadu,Madras,17.2,12.5,,130.0,
2001-02-01,Tamil Nadu,Madras,9.1,14.8,,117.0,
2001-03-01,Tamil Nadu,Madras,23.6,18.7,,130.0,
2001-04-01,Tamil Nadu,Madras,27.2,14.4,,91.0,
2001-05-01,Tamil Nadu,Madras,15.6,19.5,,115.0,
2001-06-01,Tamil Nadu,Madras,23.6,27.5,,130.0,
2001-07-01,Tamil Nadu,Madras,19.7,16.3,,101.0,
2001-09-01,Tamil Nadu,Madras,19.6,34.7,,120.0,
2001-10-01,Tamil Nadu,Madras,15.8,29.6,,116.0,
2001-11-01,Tamil Nadu,Madras,34.9,22.8,,88.0,
2001-12-01,Tamil Nadu,Madras,35.3,17.8,,128.0,
2001-01-01,Tamil Nadu,Madras,26.0,13.9,,109.0,
2001-02-01,Tamil Nadu,Madras,10.6,13.5,,104.0,
2001-03-01,Tamil Nadu,Madras,28.9,14.2,,73.0,
2001-04-01,Tamil Nadu,Madras,30.9,15.1,,63.0,
2001-05-01,Tamil Nadu,Madras,21.8,20.0,,85.0,
2001-06-01,Tamil Nadu,Madras,22.5,17.9,,89.0,
2001-07-01,Tamil Nadu,Madras,25.8,20.5,,109.0,
2001-09-01,Tamil Nadu,Madras,14.4,37.7,,105.0,
2001-10-01,Tamil Nadu,Madras,18.8,29.3,,108.0,
2001-11-01,Tamil Nadu,Madras,26.2,18.1,,77.0,
2001-12-01,Tamil Nadu,Madras,27.8,16.7,,119.0,
2001-01-01,Tamil Nadu,Madras,6.3,17.9,,169.0,
2001-02-01,Tamil Nadu,Madras,6.0,12.4,,103.0,
2001-03-01,Tamil Nadu,Madras,6.0,11.8,,99.0,
2001-04-01,Tamil Nadu,Madras,6.0,8.8,,88.0,
2001-05-01,Tamil Nadu,Madras,6.2,11.2,,95.0,
2001-06-01,Tamil Nadu,Madras,6.1,13.4,,126.0,
2001-07-01,Tamil Nadu,Madras,6.2,18.2,,88.0,
2001-08-01,Tamil Nadu,Madras,6.0,16.2,,164.0,
2001-09-01,Tamil Nadu,Madras,9.1,17.4,,84.0,
2001-10-01,Tamil Nadu,Madras,8.1,21.1,,122.0,
2001-11-01,Tamil Nadu,Madras,8.3,13.8,,71.0,
2001-12-01,Tamil Nadu,Madras,7.1,11.6,,53.0,
2001-01-01,Tamil Nadu,Madras,6.0,15.4,,92.0,
2001-02-01,Tamil Nadu,Madras,6.0,10.8,,85.0,
2001-03-01,Tamil Nadu,Madras,6.0,6.6,,67.0,
2001-04-01,Tamil Nadu,Madras,6.0,8.5,,44.0,
2001-05-01,Tamil Nadu,Madras,6.7,8.2,,69.0,
2001-06-01,Tamil Nadu,Madras,6.0,9.5,,103.0,
2001-07-01,Tamil Nadu,Madras,6.0,11.5,,51.0,
2001-08-01,Tamil Nadu,Madras,6.0,10.0,,123.0,
2001-09-01,Tamil Nadu,Madras,7.6,12.5,,78.0,
2001-10-01,Tamil Nadu,Madras,8.8,15.2,,78.0,
2001-11-01,Tamil Nadu,Madras,8.4,13.7,,91.0,
2001-12-01,Tamil Nadu,Madras,6.3,10.1,,106.0,
2001-01-01,Tamil Nadu,Madras,7.1,18.8,,126.0,
2001-02-01,Tamil Nadu,Madras,14.5,21.3,,97.0,
2001-03-01,Tamil Nadu,Madras,7.3,12.9,,79.0,
2001-04-01,Tamil Nadu,Madras,7.8,18.8,,72.0,
2001-05-01,Tamil Nadu,Madras,19.0,17.9,,54.0,
2001-06-01,Tamil Nadu,Madras,8.7,22.1,,123.0,
2001-07-01,Tamil Nadu,Madras,23.0,35.2,,94.0,
2001-08-01,Tamil Nadu,Madras,11.4,29.3,,67.0,
2001-09-01,Tamil Nadu,Madras,18.6,24.3,,92.0,
